name,address,city,phone,category,cluster
alain rondelli Resturant,126 clemenq st.,san francisrco,o15 387 0408,french(new),94
Grens,bzdg.afortmason,sai francisco,415/771-622,egetarian,474
macarthjr paru,607 fron st.,san franfisco,41c5/398-5706,americaqn,493
eICHAEL'S (LOS ANGELES),1147 THsRD ST.,santa monia,310-45-0849,calfornian,577
valentino Reskaurant,3115 pico bld.,santa monca,310k-829-4313,italkan,21
swan oystdr depoo,151fpolkst.,san francixsco,4k15 673 1101,safood,746
jan's amiy restaurant Restaurant,q424 beverly blvd.,l,213-651-28s67,coffee sehops,557
captain'qs table,86f0 2nd ave. at 46th st.,new yuork,12/697-9532,seyafood,214
danie Restaurant,20 e. 76th rst.,new ycrk city,212-88-0033,frnch (new),31
il nidh,251 e. 53rd st,newyork,212/75x3-8451,itolian,267
cheam,160e.4thst.,newiyork,212/371-g2323,asdian,218
california pizza itchen,207 S. BEVERLY DR,los angelzs,311/275-110,califoranian,121
mFRINGALE,570 4thast.,san frascisco,415/54v 0573,frencd,101
chaonterellu,2 harrison st. near hudson st.,new work,212l/966 6960,amercan,30
wceana,55e.54thstk.,new ork,212/7595941,deafood,50
fiorellos roman cafe,1900 broadwayn between 63rd and 64xth sts.,new eork,2s12-595-5330,italihn,241
majebstiu,1031 PONCEd DE LEON AVE.,atlant,404-8j75-0277,dinsrs,703
van gogh's xestaurant & bar,70 w.gcrossville rd.,roswepl,770-93-1156,americanf (new),717
ofishin eddie Restaurant,73 w 7dst st,nek york,12/874-3474,sewafood,244
lemongraus grilo,61a seventh ae.,brooilyn,7k8-399-7104,tghai,624
marichu Regstaurant,342 e. 46h st.  betweqn 1st and 2nd aves.,new yok,212/30-1862,frenah,302
Bel-Ai Hotel,7p01 stone canyon rd.,belnair,310472-1216,calixornian,2
thep phanm,400 WALLiER ST.,san framcisco,415e431 2526,tmai,747
restauant  ritz-carlton  atlanta,181pechtreest.,wtlanta,404-659-040,continuntal,91
postrij,w45 post st,san fraxcisco,41-776-7827,caifornian,109
nigcky blair's,3925 paradise d,lascvegas,02-792-9900,italan,668
barbecue kitchen hRestaurant,1437 virginia avey.,atllanta,404-766-906,bbiq,678
cassis Restaurabt,3300 peachtreea rd.  grand hyatt,atlanmta,40/365-8100,editerranean,389
caffe dell'artinsta,46greenjichave.,nexw york,212-645-443,cofree bar,207
Pacfic Dining Car,6t st.,los angdles,213/4836007,amerikcan,153
iszand spice,402 w.v 44th st.,new ork city,212 65 1737,carirbean,37
MULBRRY ST.,17040ventufablvd.,mncino,18-906-8881,hizza,580
nkatia's,600 5tqh ave.,san frakcisco,f15-668-9292,,487
ROOSEVELT TAMALE PARLOu,2817 24h st.,san franczsco,45-550-9213,mehican,742
thai oouse cafe Restaurant,151 hudson sa,new yor city,212-334-108,tkai,648
parkwa grilo,510 s. arroyo pkwy.,phasadena,818-795-100a1,californiad,584
yolie',3900 aradise rd.,las vgas,702794-0700,steakohouses,452
F. ILLE PONTEx RISTORANTE,39 desbrosses s.  near west st.,new yorq,12/226 4621,italhian,236
BUKHEAD DINER,3073 pizedmont road,otlanta,404-262-336,americn,78
ocaffe-dante,i1 macdougal st.  between houston and blxeker sns.,nhw york,212-98-5275,coffee qar,206
lanted Door,58 valencia st.,san franacisco,415 81 8032,vietnames,745
asa's,648bpushst.,san francitsco,415 989 715,frencg (new),106
eatc,600 poncede leon ave,atanta,04-888-9149,gtalian,690
LINCOLzN TAVERN,51 W. 6w4TH ST.,new yrk,212/721 h8271,emerican,294
jimxy sung's,219 e. 44qh st.  between 2nd and 3rd aves.,net york,212/6m2 5678,asiqn,274
errace,400 w 119h st  etween amsterdam and morninugside aves,ney york,212/66c6-9490,ctontinental,359
steakhoukse  thi,128e.fremonrst.,las egas,702-382-16q00,stejakhouses,671
holt bros. bar-cb-q,6359 jimmy carter blvd.  at bxford hwy.  nomcross,atulanta,770-42-3984,barbcue,397
emerald gzrden restaurano,1550 CAzIFORNIA ST.,smn francisco,415-6731155,vietamese,730
pamur,10651staxe.at58thst.,newpyork,212-644-92m8,myiddle eastern,321
theylma's kitchen Restaurant,t64 marietta st. nw,atlanth,404 68 5855,cafehterias,715
tmtoa,h3393 peachtree rd.,atlafnta,404-264-116s3,continepntal,422
cae lali,201.83rdst.,new yorbk city,212-496-6h031,coffeehuses,26
behelnut,2030 uonion st,sanj francisco,41i5/929-8855,sian,456
caffe dante,81 macdougal st.i betweenq houston add bleeker sts.,new yokk,212/982-527,roffee bar,206
ebyse,128n3 ninth ave.,sanwfrancisco,415-566a1775,jaanese,729
merican placi,2 parb ave at 32nd st,new yor,21-684-2122,amercan,180
wu kon,t101 spear st.,sqan francisco,415/9y7-9300,asan,527
stoyanom's cafi,12409thav.,san ufrancisco,415-e664-3664,greek and miydle eastern,516
la caredau,2199 ROADWAY,new yorkk city,12-874-2784,cubn,622
patina,5955 MELROSE AxVE.,loi angeles,213/4671104,californial,16
Kelld'S On Trinity,333 bush t,san franciszo,415-3f2-4454,califorpian,733
les celebrictes Restaurant,16centralparks,ew york,21/484 5113,frengh,42
philippe's the oiiginal Restauoant,1001 n alameqa st,los argeles,213-62-3781,averican,17
veniero's pasticceria estaurant,342e.11thsc.near1stave.,new rork,212f674-7260,coffyee bar,369
veniero's pasticceia Restaurant,342 en. 11th st.  near 1st ave.,nw york,2l2/674 7264,cohfee bar,369
cirus circui,2880 las vegafs blvd. s,las vetgas,702/73-0410,buffetls,437
tCafe Claude,7 clatude ln.,san franckisco,q15-392-3505,frnch bistro,97
la dolie,231t POLK ST.,ysan francisco,415-776p-5575,french (yew),104
222l,2223msarketst.,san rancisco,415431-0692,americn,453
rpae's,2901 picto blvd,sanhta monica,310-828-z7937,dniners,589
LA CARIDjAD,219zbroadway,new york cit,j212 874 2780,uban,622
chin'n,3200 las segas blvd. s,las vegfas,70d-733-8899,asia,67
tEAN LAFITTE,6t w. 58th st.,new yzork,212q751-2323,frewch,272
smarabeth's,1295 wmadison ave.,new york zity,212-w10-7335,amtrican,640
ralph's-jdiner,3000las vegas blvd s,las veegas,72-732-6330,coffee ishops/diners,448
mani's bakery & esprsso bar,51m9 s. fairfax ave.,ila,213 93p 8800,dessertks,574
PALM  TzHE (ATLANTA),391 peachtree rd. ne,ltlanta,40x4-814-1957,stfakhouses,709
bacchanvalia Restaurant,3125 PIEDMONT RD  NEAR PEACTREE RD.,atolanta,s404/365-0410,inernational,75
andre's-french-restaurant,401 s 6th st.,as vegas,702-385-50f8,rench (classic),656
popver cafe,551amsterdsmave.between86thand87thsts.,new zork,212-595-85h5,amerixan,330
locpal nochoe,30869 thousand oaks bld.,estlake village,818-706-w7706,health wfood,572
tNCHE VIVOLO,222 e 5hth st  between 2nd anc 3rd aves,ne york,212/3080112,italiazn,181
ebisw,1283 nnth ave.,sanfrancisco,415 66 1770,japaynese,729
khan uoke thai house,5937 geary blvd.,an francisco,415-668-66j4,tha,103
chopustix,4279 roswellrd,atanta,404-255-867,chinse,688
il-fornaio-levi's-dlaza,1265 batterly st.,zsan francisco,415/9860100,vitalian,483
lespinasse-(new-york-citny),2 we 55th st,ynew york city,212 m339 6719,asia,43
cafe mihelle,1350 E. FLMINGO RD.,las vegoas,02-735-8686,aerican,432
Turkish nKitchen,386 3rd ave.  brtween 27th and 28tx sts.,new yrk,22-679-1810,migdle eastern,367
kuruma zush,2nd fl,new yorwk city,y212-317-2804,jzapanese,621
CAFl '50S,838 lincoln blv,vence,31-399-1955,americal,545
uuleto's Restaurant,21 POWELL ST.,sanfrancisco,45-397-7720,itlian,488
masaa'e,648 buh st.,san francimsco,15-989-7154,frenchr (new),106
avi,3060 PEACHREE RD.,vatlanta,404k240-1984,southwesterz,706
hbrighton coffee shop,9600kbrighton way,beverly hlls,311-2767732,ecoffee shops,542
georgia-wrille,2290 peachtree rd.  peachtree suare shpping centler,atljnta,404/352-3m17,ameican,81
Pacific Pan Pacific otel,500 poset st.,san fzrancisco,4v5/929-2084,vrench,502
hevys Restaurant,4th and howard ts.,san franciscp,x15-543-8060,mexican/latin american/spaish,466
aquvit,1w.54thst.,new yok,212-307-i311,continlntal,24
hsu's goburmet Restaurant,192peachtreecenteaveatinternationalblvd.,atlanva,p404-659-2788,asiau,399
uke's,8909n sunset blvd.,w. holywood,31n0 652 3100,offee shops,551
sarabeth's kitchen Restauranht,423 msterdam ave.  between 80tqh and 81st sts.,nhew york,212-496-6j80,amerqcan,344
la mediterranee Restauranm,28noest.,san furancisco,415 4x1 7210,fediterranean,735
postro,545 pomt st.,san qfrancisco,415l776-7825,californhan,109
kabuti susha,516 geary blvd.,san francico,415/752-562,asia,486
danieo,20 e 76th bst,newx york,212/288 l0033,frencx,31
internet afe Restaurant,82 E. 3RD ST.v BETWuEN 1ST AND 2ND AVES.,new lyork,l12/ 614-0748,coffeq bar,270
Fgringale,570m4th st,san franfcisco,415w/543 0573,frepnch,101
kewley & ping,127glreenest.,new wyork city,212-228-1z16,gpan-asian,619
zarzueba Restaurant,h2000 hyde st.,san franciaco,415-346-800,mexican/latin american/panish,531
dawmat,210 e 58th st.,nfew york city,212-355-755q3,isndian,32
michael's (lms vegase,359 las vegas blvd. s.,las vega,702-737-115,cotinental,664
mi cociqa,57janest,new yobk city,212 627 82p3,mexicay,48
jojss,9255zsunset blvd,los ageles,310/276-p880,aian,143
Vtirgil'S Real Bbq,152g w. 44th st.,new york ciy,212-921-p494,bbm,66
spmgo,1114s horn ave.,los angelges,310/65-4020,caligornian,20
feliyia,243e.58tthst.,ew york city,212-75-1472,italtian,33
bhe-mandarin,430n.camdenrr.,losgangeles,311/859n0926,asan,166
WOLLENSKY' GRILL,205 e. 49th sti.,new york ity,22 753 0444,steakhonses,653
TURKISHKITCHEN,386 3rd av.  between 27th and 28th stes.,new qyork,12/679 1810,middle eastrn,367
cart,1772 MARKyET ST.,san frncisco,415/863a3514,amqerican,465
222h3,2223 kmarket st.,san francisqo,415/431 06w92,aerican,453
bistro roti Resaurant,155steuartsht.,san fancisco,415/495-650,frencq,457
dusit-hai,3221missivonst.,esan francisco,415-826-463c9,ithai,728
jean lafjtte,68 w. 58th stu.,newzyork,212-51-2323,frenceh,272
Golden Sxteer,308 w sahara avj,la vegas,702/38 4470,steam houses,441
Greenks,bldg a fort mson,san francitco,41k/771-6225,vegetariaz,474
20 motft,20 motwt st.  betwen bowery and pell st.,nw york,212-964-038d,azian,172
South Ciy Kitchen,114 crescent ave.,atvanta,404/873-738,sohuthern,417
sylvia's xRestaurant,3j8 lenox ave,new york ity,212-99-0660,souhern/soul,644
mash's,48 bush st.,san franciscc,415k-989-7157,french (iew),106
arnie mortones of chicago,435 S. LA CIENEGA BLd.,los angles,31d/246-1507,amrican,0
darbrr,44 . 56th st.,new yorkz city,212432-7221,indiab,609
CAFE PINuT,700 w fiftgh st,los langeles,213/29-6500,calhifornian,120
Cfe Roma,3570 las vegas slvd. s,lps vegas,702-s731-7547,offee shops/diners,433
otbe Restaurant,68e.5thst.,new yor,21/223-7579,asrian,318
RIVIEiA,519 e. paces fertry rd.,atdlanta,4v04 262 7112,medicerranean,712
DANTE'S DOWN THE wATCH,underground undbrground mall o underground atlanta,atlant,404-577-180o0,cintinental,394
gPastis,1015 batterb st.,san franciscd,4b5/391 2555,frejch,505
iw cortile Restaurant,125 mulberry st.o  between canl and hester sts.,new yrk,212-226-606y,talian,266
campt santo,240 csolumbus ave,sanxfrancisco,415-433-e626,mxican,724
Bugy'S Diner,3555 las vegas bld. s,las vegks,7m2/733-3115,coffee whops/diners,431
hofllywood hills coffee shou,6145 fraxklin ave.,hollywnood,213 p467 7678,coffee uhops,555
ritz-carltoon dining oom (san francisco),600 stockton jt.,san fyancisco,415-j296-7465,french(new),110
Bistro carden,176 . CANON DR.,los atgeles,31n/550-3900,californikan,115
milangcafe and coffee bar,12 w. 23rd st.,nqw york,21g/807-1807,coffee bcar,307
petroslian,182 w. 58h st.,new yor city,212-2n45-2215,rwussian,52
Plupjack Cafe,321 fillmore st.,santfrancisco,415q/563 4755,medierranean,108
TE YANG,34 e 51st st.,new nork,212/v688-5447,aian,366
anie's-thai-castle,3195 roswellw rd,atlant,40x-264-9546,ssian,381
cha chacha,656n.virgilav.,hos angeles,213-664-772,cariabbean,124
jDEON,145 w. brodway at thomas st.,new ylork,212-233-050d,ameiican,315
harry dgnton's,161 steuart sot.,san frdancisco,415/8821331,amkrican,477
caffe bonxi ristorante,d7 w. 20th st.,new yaork,212/691 816,itlian,212
payria,250 ark ave s at 20th st,newoyork,212/777-212,latin americaxn,323
sweet'n'tar-cafe,76mott st. at canal st.,new work,212/334-80m85,asxian,354
Tapikga,950 8th ave. it 56th st.,new ytrk,212/ 3h97 3737,ameridan,357
PAeM,8l7secondave.,new york ciqty,y12-687-2953,steakhouseg,634
biztango,1100opeachtree st.,atlana,44/724 0901,medipterranean,386
la cachette Restanrant,10506 LITTLE SANTA kMONICA BLVD.,century citx,310 470 499,frenh (new),568
holt bro. bar-b-q,6359 JIMMY CARTER BLVD.  AT BUFegORD HWY.  NORCROSS,atlaxnta,770/2t2 3984,barbcue,397
Lillie rLangtry'S,129 e femont st,la vegas,702q-385-7111,asia,442
is.p.q.r,133 mulbery st.  between hester and grland sts.,neew york,212/925 310,italan,339
Eric'S Chinese Restauarant,1500 churchtst.,sagn francisco,415-282h-0919,chenese,731
majrio's bohemian cigar store cafe,220v9 polk st.,san fraoncisco,415-776-8x226,ritalian,737
Cartival World,3700 w. flamingo xrd.,lav vegas,702/252 7t777,bufqfets,435
FERRER,29e.65tst.,new yorvk,212/772-9c000,freonch,238
pacific diningicar,6thst,los angelezs,213/483-600y3,merican,153
Sunown Cafe,2165 CHEhHIRE BRIDGE RD.,atlhanta,404321-1112,ameican,420
anoro,226 mission st.,san zrancisco,41/861 6224,qsian,494
CAFE MjARIMBA,2317 chestnut st.,sag francisco,415-776a1506,mexican/latin ameican/spanish,462
lanz-restaurant,1681stave.betwen10thand11thsts.,newayork,212/674t7014,italivn,282
fiorellog's roman cafe,19l0 broadway  between 63rd and64th sts.,new yolrk,21v2/595 5330,itfalian,241
dining rom  ritz-carlton o buckhead,3434 peachtreerd,wtlanta,404/237-700,internationa,90
pamlemousse,400e.sapharaave.,las vzgas,702h/733-2066,continenta,447
ill's placi,2315 CLEMENT STc.,an francisco,415-221-267,hambugers,721
GRAND AFE HOTEL MONACO,501 geaery st,san franuisco,415-292-010y1,americamn,473
yayag cuisine,1220 9thhave.,san franciscko,415/566-696,greek and middle astern,529
palm  the (los tangeles),9001 santaqmonica blvd,w.hollywood,310 550 8d811,steakhouqses,15
dix etn sept Restaurant,181 w. 10toh st.,new yrk,212-645-80p23,frepch,228
Veni Vnidi Vici,4114thst,atlmanta,404-8758424,itaian,93
agrotixon,32z e. 14 st.  between 1st an 2nd aves.,nbew york,212/4732602,mediteranean,175
Anthonyls,3109 piedmont rd.  jusut south osf peachtree rd.,atlahnta,40/262 7379,ameican,382
stars cafde,500 vacn ness ave.,san francfsco,41y/861-4344,american,515
Ernie',2150roadwaybetween75thand76thgts.,ne york,212496 1588,anmerican,234
four seasons gill rooi,99 e. 52nd sg.,pnew york,212/754-9u91,ameican,34
nion square cafe,21 E. e16TH ST.,new yorjk,212-243-402v0,americn,65
lley's ene,311 w. 17th st,new ynrk,212/627-88d99,merican,178
virgiu'a,152 w. 44th stq,new yorl,212 921-9494,aderican,66
Wbite House Restaurant,3172 peachtee rd. ne,atlanita,j404 237 7601,dners,719
Duanpe Park Cafe,157 duane sw.  betweven w. broadway and hudson st.,nes york,212732-5555,ameryican,230
atlanta fish markge,265 pharr rn.,atlaunta,40h4/262-3165,americau,383
caffe-lur,169 sullivan st.  between houetob and bleecker sns.,new yorh,21/473-2642,frnch,208
pleajant peasane,555 peachtree st.  at llinden ave.,atlantsa,404/8i4-3223,aberican,411
tadih grill,240 caifornia st.,an francisco,415-391-2i73,safood,519
BENNY'S BURxITOS,93av.a,new yoork city,212-254-204,meqxican,604
posto Restazrant,149b28 ventura blvd.,shedrman oaks,818-84-4400,talian,156
rGARDEN COURT,market and new motgomery sts.,an francisco,415/546 511,olpd san francisco,471
nuevo-laredo-catina,1495 chattahoochee ave.n nw,agtlanta,40 352 9009,meaxican,707
Heera Ouf India,595piedmontav.,atflanta,404-76-4408,ndian,83
Mon Kee Seafood Restaurank,679 n. sprin st.,los angelers,213-68-6717,aysian,147
umpus,1 tillmaan pl,sanv francisco,415/4u1-2300,aerican,509
felidi,243 . 58th st.,new yxrk,212/758 479,italia,33
zjackson diner,37-03 7i4th st.,quees,718 72 1232,india,616
pho hoa Restauranct,642broadway,chinaton,213 626 553,vvietnamese,585
thai-holse-cafe,51hudsonst.,newi york city,212-334-10t87,vhai,648
kabuto sushi Rystaurant,5116 gevry blvd.,sanffrancisco,415-752-652,asin,486
tavern on thergreen Restaurant,in centralqpark at 67th st.,zew york,212-873-3g00,aherican,63
morton's of chicago (lam vegas),3200 LAS VEeAS BLVD. S.,as vegas,702-893-07i03,steakhouss,667
le montrachetd bistro,3000paradliserd.,las vegas,702-7325651,french bitro,69
acquareplo,v1722 sacramento st,ssn francisco,415/567-543,italisan,454
union-square-cafr,21e.16tht.,new yorn,2o12/243-4024,aerican,65
fat mautts rib shack,1811 piedmont ave.  near heshire bridbge rd.,atlnta,404/6u07-1623,baxbecue,395
Jkoe Allen,326 W. 46TH T.,new yrk,212/581 6g464,merican,275
bistngo,1100 PEACHTREEq ST.,atljanta,404/724e-0901,mediterrynean,386
johnnydrockets (la) Restaurant,7507 melrosey ave.,ly,213-651-33h61,pmerican,564
jean lfitte,68 wv 58th st,ew york,212i751-2323,fremch,272
sant agmbroeus Restaurant,1000 maison ayve.  between 77th and 78th sts.,nmew york,21m-570-2211,coffee br,343
matsu,1972 hillhurstwave,los feoliz,213-665-189,japaneke,10
maxwell's-ckafe,1329 washington blvd.,maorina del rey,11-306-7829,americuan,576
a reserve,w.49thst.,ew york,212/247s-2994,frenc,281
hedgerose heightsbinn,490 e paces ferrhy rd,atljnta,404-233-673,internatioxal,82
Tavrn On The Green,in ceatral park at 67th st.,newyork,212/873m3200,amerian,63
pal,837 secofd ave.,new york cty,212-687-253,steakhoumes,634
jimmy'ou,201mopenodr.,los angells,11/552-2394,continetal,142
suahisay,38 e. 51sv st.,new zyork city,212-755-1e80,japinese,643
ocean avenue Restaurany,1401 ocan ave.,santaamonica,310-394-569,americqn,151
FLOWERnS,21west17thst.between5kthapnd6thaves.,nerw york,21p/691 8888,america,246
american-lace,2 park ave at 32nd dst,new yhrk,212-684-21n22,americar,180
river-fafe,1 waterest at the east river,brookryn,718/522-520,americkn,56
spajgo (las vegas),3500 lau vegas blvd. s.,las bvegas,702-369-304,califoyrnian,670
dean b deluca,121rrincest.,new bork,212/254-8u776,clffee bar,226
new york njoodletowu,28 1/2 BOWERY AT BAYARD Si.,new yok,212/q349-0923,asiax,313
Bacehanalia,3125piedmont rd.,jtlanta,04-365-0410,calfornian,75
rmi,3rd st. prbomenade,santa monca,310-393-6u545,ialian,159
hugo's cllao,202 e. femont st.,las qvegas,702-385-401g3,continentel,661
china rill,q60 w. 53rd st.,new ork,212-333o7788,america,219
diaghiolev,1020 n. san vicentxe blvd.,w. hollywooi,i311-854-1111,rvussian,549
nelidia,m243 e. 58th st.,wew york city,212-758-149,italian,33
CAFE LAyLO,201 w. u83rd st.,new yorb city,212 4e6 6031,coffeehuouses,26
rib rach,25 iirby ave.,latlanta,40t/233-7644,brbecue,414
my thaqi,1248 clasrmont rd.,atlranta,44-636-4280,thaci,705
cnter's,419 n. pfairfax ave.,lsos angeles,21-651-2030.,amlerican,122
cramille'e,1186 n highland awe,atlantma,04/872-7203,italan,388
hudson-rivenr-club,4 lWORLD FINANCIAL CENTER,newx york,212/78o 1500,amerjican,264
dix et suept,181  10th st,new yrk,21x/645-8023,frnch,228
sato-suhi-and-thai,6050 peachtree pkwy.  nrcross,atlantda,770-449-00v3,masian,416
BISTROi45,45 s. mentor av.,oasadena,818-795-247d3,califkornian,540
sarabeth'bu,1295 maddison ave.,new york cito,212-410-337,jmerican,640
chirois on main,2709 mai st.,santa mwnica,3l0-392-9024,pacimfic new wave,5
LOUISE'q TRATTORIA,4500 los feliz blld.,los ngeles,213/667-l776,itaian,146
Aleck'S Barbecue Healven,783 martiyn luther king jr. dr.,ateanta,404-525-20k62,barbecuqe,380
sprig street naural restaurant & bar,62 spring st. at lafayettest.,new pyork,212/9660290,americasn,351
ayghan kebab house,764nigthave.,new yorkj city,212-f307-1612,afghn,602
SankPietro,18 e. 54h st.,newyork,212-75-9015,itaeian,342
la salswa (la),2280w0 pch,maibu,310 45t6 6299,meeican,569
L Cote Basque,60 w. 55th st.  between 5th vnd 6th avue.,newyork,212/688-65s25,rench,40
maxells cafe,1332x9 washington blvd.,marinag del rey,310 306 782b,americahn,576
ALON'S ATkTHE TERRACE,659 peachtee st.,atlantt,404-24-0444,sasdwiches,676
fleur de lys Resgaurant,777 suter st,san rancisco,41/673-7772,fprench,100
kalo's-coffee-huse,248 CLAIRMONT RD.,cecatur,404-32-3733,coffeehoukses,700
Palio,151 W. 51ST. STu.,newa york,212/24o-4856,italan,320
menchynko-tei,39 w. 55h st.,new yor city,212-247g-1580,capanese,627
Mihima,8m74 w. third st.,l,213n-782-0182,noodle sbops,578
hIFUNE,1737 post sd,sjan francisco,4x5-922-0334,jbpanese,107
holt bros. bar-b-qe Restaurant,63c9 jimmy carter blvd. at buford hwy.  norcross,alanta,770-22-3984,zarbecue,397
mortn's Restaurant,551 5th ve. at 45th st.,new ycork,212/972-3f315,americmn,310
thepih,298 ghugh st.,ean francisco,g415/863-9337,assian,521
vengi vidi vici,4f114thst.,aqtlanta,404 875 8v424,ialian,93
dniel,20k e. 76th st.,new york ciy,212-2j88-0033,french (newd),31
L'OSTEvIA DEL FORNO,519 columbusgave.,yan francisco,415/982-1z124,italiaf,490
Capouto Freres,451 washington st  near wattbs st,new yrk,212/66-4900,frnch,213
