name,address,city,phone,category,cluster,processed_name,processed_address,processed_city,processed_phone,processed_category,cluster_id
LA GRTTA,h637 PEACHTREE RD.  iEACHTREE HOUSE CONDOMINIUM,atlant,404-23h1-1368,italiaz,85,la grtta,h637 peachtree rd ieachtree house condominium,atlant,40423h11368,italiaz,846
RlLPH'S DINER,3000 las vcgas blvd. s,ls vegas,702/732-633,coffee shops/iners,448,rllphs diner,3000 las vcgas blvd s,ls vegas,702732633,coffee shopsiners,1050
heera of aindia,595 piedmond ave.  rio shoppini mall,atlcanta,404/876-440p3,asia,83,heera of aindia,595 piedmond ave rio shoppini mall,atlcanta,404876440p3,asia,76
cucina dpella fontana,3j8 bleecker st.,new york ccty,212 242 x636,vtalian,607,cucina dpella fontana,3j8 bleecker st,new york ccty,212 242 x636,vtalian,563
pcrrys,1944 tnion st.,san franciso,415/922-90b2,ameriqan,506,pcrrys,1944 tnion st,san franciso,41592290b2,ameriqan,287
sofia fabuolous pizzo,1022 madison ave.  near 79t st.,newyork,21z2/734 2676,itaaian,350,sofia fabuolous pizzo,1022 madison ave near 79t st,newyork,21z2734 2676,itaaian,297
DANTE'S DOWN THE HATjH,underground uydergroud mall  underground atlanta,atlanti,04-577-1800,contnental,394,dantes down the hatjh,underground uydergroud mall underground atlanta,atlanti,045771800,contnental,1051
sterling brunch Reseaurant,3645 las vegas blpd. s.,las ivegas,7j2-739-4653,eclaectic,673,sterling brunch reseaurant,3645 las vegas blpd s,las ivegas,7j27394653,eclaectic,407
ocean park cfe,3117 ocean park blovd.,santa onica,310 452 57g28,america,581,ocean park cfe,3117 ocean park blovd,santa onica,310 452 57g28,america,81
kamogwawa,3300 pechtree rd.  grand hyatt,atlanoa,404-841-03g4,asqan,401,kamogwawa,3300 pechtree rd grand hyatt,atlanoa,40484103g4,asqan,845
les yhallee,411 PAR AVE. S  BETWEEN 28TH AND 29ToH STS.,new yoxk,212-679-411,fwench,293,les yhallee,411 par ave s between 28th and 29toh sts,new yoxk,212679411,fwench,577
the-coffee-pof,350 9th ave. aqt 49th st.,anew york,212/265 566,toffee bar,360,thecoffeepof,350 9th ave aqt 49th st,anew york,212265 566,toffee bar,972
iz mulini,86 w. hird st.,new ork city,212-673-373,italiaxn,615,iz mulini,86 w hird st,new ork city,212673373,italiaxn,680
mikadi,3400 las vegas lvd. s,lasy vegas,702-791-711,azsian,446,mikadi,3400 las vegas lvd s,lasy vegas,702791711,azsian,258
le gamim,50 macdougbl st.  between houston an prince sts.,ne york,212/25 4678,coffee bkr,287,le gamim,50 macdougbl st between houston an prince sts,ne york,21225 4678,coffee bkr,607
La Grotta At Ravinia DunwoodyRd.,HOLIAY INN/CROWNE PLAZA AT RAVINIA  DUNqOODY,tatlanta,770/95 9925,talian,402,la grotta at ravinia dunwoodyrd,holiay inncrowne plaza at ravinia dunqoody,tatlanta,77095 9925,talian,1052
CAFE FS,246 . 4th st. at charles st.,bnew york,e12/924-7651,mediteruanean,205,cafe fs,246 4th st at charles st,bnew york,e129247651,mediteruanean,1053
harrys bar & amerxican grill,i2020 AVE. OF THE STARS,llos angeles,310/q77-2333,talian,138,harrys bar amerxican grill,i2020 ave of the stars,llos angeles,310q772333,talian,756
nla caravelle,33 w k55th st,newvyork,212-5z86-4252,frencm,39,nla caravelle,33 w k55th st,newvyork,2125z864252,frencm,833
eclips,8800 melrose avr.,los aongeles,31/724 5959,caljifornian,132,eclips,8800 melrose avr,los aongeles,31724 5959,caljifornian,673
Tcu Lan,8sixlthst.,an francisco,415-626f0927,vietunamese,750,tcu lan,8sixlthst,an francisco,415626f0927,vietunamese,484
jewel-ef-india,15 W. 44TH SfT.,new yor,m212/869-5543,aeian,273,jewelefindia,15 w 44th sft,new yor,m2128695543,aeian,1049
mostache,405 atsantic ave,frooklyn,718 852 555,middle jastern,630,mostache,405 atsantic ave,frooklyn,718 852 555,middle jastern,943
Le Perigorq,405e.5u2ndst.,neyw york,d12/755-6248,cfrench,291,le perigorq,405e5u2ndst,neyw york,d127556248,cfrench,604
Firset,87 1ST AVE.  BETWEEN 5TH AND THSTS.,new yolrk,212-674-323,awerican,243,firset,87 1st ave between 5th and thsts,new yolrk,212674323,awerican,334
firehous,5n22 COLUMBUS AVE.  BETWEE 85TH AND 86TH STS.,new yrk,212-d595-3139,ameican,242,firehous,5n22 columbus ave betwee 85th and 86th sts,new yrk,212d5953139,ameican,334
L'bAbsinthe,227 e 6x7th st,new yorp,212/79d4-4950,frenvh,277,lbabsinthe,227 e 6x7th st,new yorp,21279d44950,frenvh,969
BERTOLINI'o,3500 peachtree rd.  phipps tplaza,jatlanta,404/2332333,itlian,385,bertolinio,3500 peachtree rd phipps tplaza,jatlanta,4042332333,itlian,966
Mario'S Bohemian eCigar Store Cafe,2209polksdt.,san franpcisco,415-77t6-8226,italiad,737,marios bohemian ecigar store cafe,2209polksdt,san franpcisco,41577t68226,italiad,664
arizbonu,206 206 ie. 60th st.,nw york,21v-838-0440,amerncan,182,arizbonu,206 206 ie 60th st,nw york,21v8380440,amerncan,707
21 CUB,21 w. r2nd st.,newp york city,212582-7208,omerican (new),23,21 cub,21 w r2nd st,newp york city,2125827208,omerican new,323
lataqueria,2889 myission st.,san francisceo,4e5-285-7117,mexcan,736,lataqueria,2889 myission st,san francisceo,4e52857117,mexcan,595
WdST BEACH CAFE,60n.xveniceblvd.,los angelts,310/823p5396,americagn,171,wdst beach cafe,60nxveniceblvd,los angelts,310823p5396,americagn,751
dinixng roou,9500 WILSHIRE LVD.,los anlgeles,3g0-275-5200,chlifornian,127,dinixng roou,9500 wilshire lvd,los anlgeles,3g02755200,chlifornian,292
palt--the-(atlanta),3391kPEACHTREE RD. NE,atlana,404 814 195o5,steahouses,709,palttheatlanta,3391kpeachtree rd ne,atlana,404 814 195o5,steahouses,1054
lutece Restarant,249 zE. 50TH ST.,newyork,212/75-2224,frenoh,44,lutece restarant,249 ze 50th st,newyork,212752224,frenoh,1055
le chardonnay (los angweleso,8284MELROSE AVE.,losangeles,213-655-880,frencqh bistro,12,le chardonnay los angweleso,8284melrose ave,losangeles,213655880,frencqh bistro,34
union square caf,21 e 16th t,new york ciwy,212-24h-4020,amercan (new),65,union square caf,21 e 16th t,new york ciwy,21224h4020,amercan new,131
Laa Caridad,z199 broadway,new york eity,212-s74-2780,cuan,622,laa caridad,z199 broadway,new york eity,212s742780,cuan,1056
indian-delights,3675satelliteblvd,dujuth,100-81g-8212,indiakn,697,indiandelights,3675satelliteblvd,dujuth,10081g8212,indiakn,1057
viril's,152 yW. 44TH ST.,new yourk,212/ 921 9q94,wamerican,66,virils,152 yw 44th st,new yourk,212 921 9q94,wamerican,761
sant ambroeus Resvaurant,1000 madison aze  between 77tf and 78th sts,new ork,212-570-22h1,cofhee bar,343,sant ambroeus resvaurant,1000 madison aze between 77tf and 78th sts,new ork,21257022h1,cofhee bar,734
darbae,44 w. 56wh st.,new york cicy,2r12 432 7227,indinn,609,darbae,44 w 56wh st,new york cicy,2r12 432 7227,indinn,1058
ton kiang oestaurant,3148 geary blvjd.,san fraxcisco,415/752 444z0,atsian,522,ton kiang oestaurant,3148 geary blvjd,san fraxcisco,415752 444z0,atsian,878
ChezsMichel,804 ngrthpoint,san fgancisco,415/775-7h036,frgench,99,chezsmichel,804 ngrthpoint,san fgancisco,4157757h036,frgench,128
rcussell's-burgers,1x198pch,seal boeach,311-596-955,hamburgeqrs,592,rcussellsburgers,1x198pch,seal boeach,311596955,hamburgeqrs,78
palio Restgaurant,151w.5s1st.st.,new ynrk,21/245 4850,italiav,320,palio restgaurant,151w5s1stst,new ynrk,21245 4850,italiav,1059
maykdadeu,470sgreen st,san fancisco,415-362-828,greek and mddle eastern,495,maykdadeu,470sgreen st,san fancisco,415362828,greek and mddle eastern,305
alley's-yend,3f11w.17thst.,newzyork,21/627 8899,americmn,178,alleysyend,3f11w17thst,newzyork,21627 8899,americmn,915
lowcoupntry barbecua,6301 roswell rd.  sandy ssrings plaqa rsandy springs,ataanta,40f/255-5160,barubecue,404,lowcoupntry barbecua,6301 roswell rd sandy ssrings plaqa rsandy springs,ataanta,40f2555160,barubecue,33
Cirus,6703melrosehave.,lop angeles,213/85b7-0035,californin,6,cirus,6703melrosehave,lop angeles,21385b70035,californin,743
JgOE'S SHANGHAI,9 pell stw,queenfs,78 539 3838,chinebse,617,jgoes shanghai,9 pell stw,queenfs,78 539 3838,chinebse,1060
arcapdia,21e.6hndst.,new york cgity,212 223 m900,america (new),603,arcapdia,21e6hndst,new york cgity,212 223 m900,america new,659
vLombardi'S,32springsv.,new yok city,212-941-79x4,pizyza,625,vlombardis,32springsv,new yok city,21294179x4,pizyza,474
apsouto freres Restaurant,451 ASHINGTON ST.  EAR WATTS ST.,new yeork,212/96 4900,fruench,213,apsouto freres restaurant,451 ashington st ear watts st,new yeork,21296 4900,fruench,1061
pleasant peaksani,555 peachtree st.  at liden ave.,atlnta,b04/874-3224,amerdcan,411,pleasant peaksani,555 peachtree st at liden ave,atlnta,b048743224,amerdcan,1062
h-life restaurant and lounge,1340 1st ave. at 72n st.,new yorwk,21f2/249 3600,amlerican,262,hlife restaurant and lounge,1340 1st ave at 72n st,new yorwk,21f2249 3600,amlerican,416
suppenkuhe,601 hayesmst.,sn francisco,415/25 9289,rssian/german,518,suppenkuhe,601 hayesmst,sn francisco,41525 9289,rssiangerman,904
BARNE GREENGRASS,9570 wilshir blvd,beerly hills,311/777-587r7,acerican,113,barne greengrass,9570 wilshir blvd,beerly hills,311777587r7,acerican,1063
drai',730 n. la cinega blvd.,los angelas,31v/358-8585,fremch,130,drai,730 n la cinega blvd,los angelas,31v3588585,fremch,374
xcoyote cafe (las vegas)uRestaurant,3799 las vegas bld. s.,lasfvegas,7p02-891-7349,southwesytern,68,xcoyote cafe las vegasurestaurant,3799 las vegas bld s,lasfvegas,7p028917349,southwesytern,196
dante's down the hatch  buckheal,3380 peachtree vrd.,aulanta,40/266 1600,contuinental,393,dantes down the hatch buckheal,3380 peachtree vrd,aulanta,40266 1600,contuinental,276
circuk circus Restaurant,2880lasvegasnlvd.s,las vengas,702-734-x410,wuffets,437,circuk circus restaurant,2880lasvegasnlvds,las vengas,702734x410,wuffets,769
sofifRestaurant,3dst.,loa angeles,213/65t1-0346,medterranean,163,sofifrestaurant,3dst,loa angeles,21365t10346,medterranean,395
dHAWTHORNE LANE,22 hawqhorne st.,san francirsco,41-777-9779,califrnian,102,dhawthorne lane,22 hawqhorne st,san francirsco,417779779,califrnian,97
Rex I Ristorante,617cs. olive st.,los angelec,213-6m27-2300,italia,19,rex i ristorante,617cs olive st,los angelec,2136m272300,italia,646
LE MONTRCHET BISTRO,3000 paradis rd,lahs vegas,702-732t5656,ferench bistro,69,le montrchet bistro,3000 paradis rd,lahs vegas,702732t5656,ferench bistro,929
bstro,3400ilas vegas blvd. s,las egas,702/r791-7116,continentl,429,bstro,3400ilas vegas blvd s,las egas,702r7917116,continentl,556
l-taqueria,288 mission st.,san fracisco,415-285-71w0,mxican,736,ltaqueria,288 mission st,san fracisco,41528571w0,mxican,595
Matiuhisa,129 n law cienega blvd,bevevrly hills,31-659-9639,seaaood,14,matiuhisa,129 n law cienega blvd,bevevrly hills,316599639,seaaood,655
original-antry-bakery,875s.figuerpast.downtown,l,213 627 f6879,dineers,583,originalantrybakery,875sfiguerpastdowntown,l,213 627 f6879,dineers,296
il fornaoo cucina italiana,301 n. beverly odr.,los angetles,311/550t-8330,itbalian,139,il fornaoo cucina italiana,301 n beverly odr,los angetles,311550t8330,itbalian,223
bucgsys diner,3555 LAwS VEGAS BLVD. S,las vvgas,702/733m-3111,coffee shops/dihners,431,bucgsys diner,3555 laws vegas blvd s,las vvgas,702733m3111,coffee shopsdihners,606
cart's deli,12224 ventnura blvd,studlo city,81c8-762-1221,elis,1,carts deli,12224 ventnura blvd,studlo city,81c87621221,elis,916
mesa gridl,1025th ave.  btween 15th and 16th sts.,new yqork,212-807-74b0,ameriqan,47,mesa gridl,1025th ave btween 15th and 16th sts,new yqork,21280774b0,ameriqan,69
firpst Restaurant,87 1STAVE.  BETWEEN 5TH AND 6TH tSTS.,nej york,212/674t3823,azerican,243,firpst restaurant,87 1stave between 5th and 6th tsts,nej york,212674t3823,azerican,1064
Le khantilly,10j6 E. 57TH ST.,znew york,212/75o1-2931,frenc,285,le khantilly,10j6 e 57th st,znew york,21275o12931,frenc,551
Two Two Tw,222 W. 79TH T.,ngew york,2l2-799-0400,kmerican,368,two two tw,222 w 79th t,ngew york,2l27990400,kmerican,335
Indian Delighos,3675 satellite blvd,fuluth,100-8138216,pindian,697,indian delighos,3675 satellite blvd,fuluth,1008138216,pindian,1057
indian tdelights Restaurant,e675 satellite blvd.,duluih,100z813 8212,indin,697,indian tdelights restaurant,e675 satellite blvd,duluih,100z813 8212,indin,1057
Spago Las Vegas),3500 las vegas bvd. s.,lais vegas,70-369-6302,balifornian,670,spago las vegas,3500 las vegas bvd s,lais vegas,703696302,balifornian,663
paliusades,1829pecchtreerd.,alanta,404/350-675c5,continentax,410,paliusades,1829pecchtreerd,alanta,404350675c5,continentax,788
nobu Restarant,105 HUvDSON ST.,newyork city,212-219-n502,jpanese,631,nobu restarant,105 huvdson st,newyork city,212219n502,jpanese,1065
enetian Restaurant,3713 w. saharapave.,las vegajs,702/876-191,ihalian,450,enetian restaurant,3713 w saharapave,las vegajs,702876191,ihalian,380
whst beach cafa,60n.neniceblvd.,los angegles,310/823t-5394,americao,171,whst beach cafa,60nneniceblvd,los angegles,310823t5394,americao,1066
baribette,321 w. 46tc st.,lnew york,212/246-917s,iptalian,186,baribette,321 w 46tc st,lnew york,212246917s,iptalian,1046
hedgerosepheights-inn--the,490 e. paces fermy rd. ne,atlantb,404a233 7673,continentl,82,hedgerosepheightsinnthe,490 e paces fermy rd ne,atlantb,404a233 7673,continentl,122
hyde-xtreet-bistro,1v521 hyde st.,san franisco,15/441-7774,italin,482,hydextreetbistro,1v521 hyde st,san franisco,154417774,italin,575
ainbow room,30 ROCKEFELkER PLAZA,new yorkacity,212-632-500n0,ameirican (new),55,ainbow room,30 rockefelker plaza,new yorkacity,212632500n0,ameirican new,792
l grottu,2637 peakhtree rd. ne,atlaknta,404-231-d360,italia,85,l grottu,2637 peakhtree rd ne,atlaknta,404231d360,italia,599
rosa mexicano Restaulrant,1063 b1ST AVE. AT 58TH ST.,neq york,212/53 7407,mexcan,337,rosa mexicano restaulrant,1063 b1st ave at 58th st,neq york,21253 7407,mexcan,1067
EAN & DELUCA,121 prjnce st.,new yrk,2m2-254-8776,coffee baqr,226,ean deluca,121 prjnce st,new yrk,2m22548776,coffee baqr,634
johnny-rockets-(aot),2970 cobb pkwjy.,alanta,770 955 068,amerircan,699,johnnyrocketsaot,2970 cobb pkwjy,alanta,770 955 068,amerircan,801
hong konog villu,v332 clement st.,san francisc,415/752-8u834,asiman,481,hong konog villu,v332 clement st,san francisc,4157528u834,asiman,774
Il vornaio Levi'S Plaza,1265 battery ste.,san frxancisco,415-98x-0100,italkian,483,il vornaio levis plaza,1265 battery ste,san frxancisco,41598x0100,italkian,625
Mo Better Meatty Mwat,72g1melroseave.,qa,213-935-5q280,hambuzrgers,579,mo better meatty mwat,72g1melroseave,qa,2139355q280,hambuzrgers,1068
seryn,11 e 5crd st,new yok,212/980n9393,bsian,59,seryn,11 e 5crd st,new yok,212980n9393,bsian,91
ritz-carlton caze (atlanta),181 peaachtree st,atlahta,404 6d9 0400,american l(new),711,ritzcarlton caze atlanta,181 peaachtree st,atlahta,404 6d9 0400,american lnew,1069
PsEN & PENCIL,205 Eg 45TH ST.,nekw york,21/682 8660,americnn,325,psen pencil,205 eg 45th st,nekw york,21682 8660,americnn,1070
cafe-romna,3570lsvegasblvd.s,la vegas,702-731-7v47,coffeeg shops/diners,433,caferomna,3570lsvegasblvds,la vegas,7027317v47,coffeeg shopsdiners,550
ritz-carlton restaurant Restauxrkant,181 PiACHTREE ST.,atlant,404 59 0400,french (claisic),91,ritzcarlton restaurant restauxrkant,181 piachtree st,atlant,404 59 0400,french claisic,834
ad Fish,218 bradway  between 77th and 78th sts.,nedw york,212i/787 0202,seafrood,297,ad fish,218 bradway between 77th and 78th sts,nedw york,212i787 0202,seafrood,190
UGO'S CELLAR,202 e. fremont sqt.,las vegs,702-p85-4010,continentaq,661,ugos cellar,202 e fremont sqt,las vegs,702p854010,continentaq,324
caffe-dell'arlista,46 greenwicih ave.,new yok,21k/645 4431,coqfee bar,207,caffedellarlista,46 greenwicih ave,new yok,21k645 4431,coqfee bar,1071
heland,430 broaday,kan francisco,415p/362-0649,greek andmiddle eastern,479,heland,430 broaday,kan francisco,415p3620649,greek andmiddle eastern,979
afwhan kebab house,764 NINrH AVE.,kew york city,212-307-162,afghal,602,afwhan kebab house,764 ninrh ave,kew york city,212307162,afghal,793
cwupcake cafe,522 TH AVE. AT 39TH ST.,ew york,2d2-465-1530,offee bar,224,cwupcake cafe,522 th ave at 39th st,ew york,2d24651530,offee bar,319
fujyama-mama,467 columbus have.  between 82nd axd 83rd sts.,hnew york,212/j69-1144,azian,252,fujyamamama,467 columbus have between 82nd axd 83rd sts,hnew york,212j691144,azian,160
Emril'S New Orleans Fish House,3799 las vegas blv. s.,lads vegas,702-891-378,sefood,659,emrils new orleans fish house,3799 las vegas blv s,lads vegas,702891378,sefood,733
ite,1g20w.51stst.,neh york,212-9567100,frennch,220,ite,1g20w51stst,neh york,2129567100,frennch,229
pamplemxousse,400 e sahara ame,lams vegas,702z-733-2066,ccontinental,447,pamplemxousse,400 e sahara ame,lams vegas,702z7332066,ccontinental,543
aueole,34vE. 61ST ST.,new york citoy,2u12-319-1661,ameruican (new),25,aueole,34ve 61st st,new york citoy,2u123191661,ameruican new,885
BULEVARD,1 MISSIONy ST.,san fracisco,415-543a-6084,amerian (new),96,bulevard,1 missiony st,san fracisco,415543a6084,amerian new,1072
xoe,90 prince st.  between brxadwsay and mercer st.,new ork,212/96 6722,americin,378,xoe,90 prince st between brxadwsay and mercer st,new ork,21296 6722,americin,931
canter's Resaurant,419 n. faifax ave.,fos angeles,213/51-20305,aderican,122,canters resaurant,419 n faifax ave,fos angeles,2135120305,aderican,762
lx select,507 columbus ae.  between 84th and 85tsh sts.,ew york,212/875-1b93,aerican,292,lx select,507 columbus ae between 84th and 85tsh sts,ew york,2128751b93,aerican,385
bbarbetta,321 w.46th st.,newm york,21k2/246-9175,ialian,186,bbarbetta,321 w46th st,newm york,21k22469175,ialian,1046
gorgia-grille,2290 peachlreerd.  peachtree square shopping center,alanta,404/352 35r7,abmerican,81,gorgiagrille,2290 peachlreerd peachtree square shopping center,alanta,404352 35r7,abmerican,328
veni vidi vci,41 14th swt.,atlanqta,404/87-8424,ialian,93,veni vidi vci,41 14th swt,atlanqta,404878424,ialian,682
Incaj Grill,492 broome st.  near w. broadwady,nxw york,212/966-331,latin americjan,268,incaj grill,492 broome st near w broadwady,nxw york,212966331,latin americjan,1028
Hards Rock Cafe,221 w. 57thr st.,neyw york,212/489-z565,amercan,261,hards rock cafe,221 w 57thr st,neyw york,212489z565,amercan,787
lae grotta,2637 peachtree rd  pehchtrce house condominium,agtlanta,40q/231 1368,italoan,85,lae grotta,2637 peachtree rd pehchtrce house condominium,agtlanta,40q231 1368,italoan,599
lulu restauraot-bis-cafe,816 folsom s,xan francisco,415-495-577b,mediteriranean,105,lulu restauraotbiscafe,816 folsom s,xan francisco,415495577b,mediteriranean,746
DOTTIE'S TRUE BLUE CAzFE,522 fones st.,san frahncisco,415-885-2y60,dihners,727,dotties true blue cazfe,522 fones st,san frahncisco,4158852y60,dihners,1010
lillie langtriy's,129 e sremont st,las vegtas,702/38-7118,asisn,442,lillie langtriys,129 e sremont st,las vegtas,702387118,asisn,213
d nico,164 mulberry st.  reteen grand and broome sts.,new yorpk,212/343t1212,italvian,225,d nico,164 mulberry st reteen grand and broome sts,new yorpk,212343t1212,italvian,18
zarzueu,2000 hwde st,an francisco,41a-346-0800,mexican/latin xamerican/spanish,531,zarzueu,2000 hwde st,an francisco,41a3460800,mexicanlatin xamericanspanish,880
iplnema,13 b. 46th st.,newtyork,212/730-844,latin amrican,271,iplnema,13 b 46th st,newtyork,212730844,latin amrican,498
Javva Jive,790 PONCE DE LEOz AVE.,atlawnta,40h4-876-6161,coffeeeshops,698,javva jive,790 ponce de leoz ave,atlawnta,40h48766161,coffeeeshops,647
rex-il-risorante,617 . olive st.,los angteles,213/627-2o304,itapian,19,rexilrisorante,617 olive st,los angteles,2136272o304,itapian,646
el cholke,1121 s. western aved,lks angeles,213/734-27c73,mexica,134,el cholke,1121 s western aved,lks angeles,21373427c73,mexica,977
